turn,text,response,predict_domain,target_domain,predict_intent,target_intent,predict_faq,target_faq,predict_entities,target_entities,predict_action,target_action,domain_correct,intent_correct,entities_correct,faq_correct,action_correct
0,cpo hiện tại của công ty mình là ai vâỵ?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/bod_ask_info,position(po),unknown,None,/utter_cpo_ask_info {},Correct,Correct,Wrong,Wrong,Wrong
0,ai nằm trong ban lãnh đạo của công ty mình đấy ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/bod_ask_info,position(ba),unknown,None,/utter_bod_ask_info {},Correct,Correct,Wrong,Wrong,Wrong
0,ftech có giám đốc tài chính không ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/bod_ask_info,work_unit(ftech),unknown,None,/utter_invalid_bod_ask_info {},Correct,Correct,Wrong,Wrong,Wrong
0,mình muốn biết giám đốc sáng tạo của ftech là ai,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/bod_ask_info,"bod(giám đốc sáng tạo), work_unit(ftech)",unknown,None,/utter_invalid_bod_ask_info {},Correct,Correct,Wrong,Wrong,Wrong
0,ftech có bao nhiêu chi nhánh nhỉ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_info,"position(ba), work_unit(ftech)",unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,công ty mình có chi nhánh ở huế không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_info,location(huế),unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,cho xin thông tin về văn phòng ftech ở sài gòn ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_info,"location(sài gòn), work_unit(ftech)",unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,văn phòng hn có sang xịn mịn không vậy bot,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_info,location(hn),unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,cho hỏi văn phong đn trông như thế nào nhỉ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_info,location(đn),unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,"bạn có ảnh về các văn phòng của ftech không, cho mình xem với",,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_info,"product(cá), work_unit(ftech)",unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,văn phòng ftech ở vinh nhìn nhỏ thế,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_info,"location(vinh), work_unit(ftech)",unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,xin ảnh của ftech ở đà nẵng để tham khảo ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_info,"location(đà nẵng), work_unit(ftech)",unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,ảnh ở văn phòng hồ chí minh có có không nhỉ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_info,location(hồ chí minh),unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,văn phòng ftech trông như thế nào,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_info,work_unit(ftech),unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,văn phòng ftech ở hn được thành lập vào năm nào,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_info,"location(hn), work_unit(ftech)",unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,"hello bot, cho mình xem một số bức ảnh của văn phòng hà nội có được không",,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_info,location(hà nội),unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,chắc là văn phòng ftech ở sg đẹp và hiện đại lắm,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_info,"location(sg), work_unit(ftech)",unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,"ftech có văn phòng ở miền tây không, mình ở miền tây ấy",,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_info,"location(miền tây), location(miền tây), work_unit(ftech)",unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,ftech có văn phòng ở nước ngoài không nhỉ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_info,work_unit(ftech),unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,công ty ở đâu thế,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_address,,unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,mình xin địa chỉ công ty với,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_address,,unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,vị trí công ty ở nha trang,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_address,location(nha trang),unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,gửi mình địa chỉ cty chi nhánh đà nẵng,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_address,location(đà nẵng),unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,cty ftech mình có văn phòng ở hải phòng không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_address,"location(hải phòng), work_unit(ftech)",unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,cho mình xin địa chỉ cty tại tp hồ chí minh,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_address,location(hồ chí minh),unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,địa chỉ công ty mình là gì vậy,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_address,,unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,cty mình có địa chỉ ở mô,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_address,,unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,địa chỉ công ty ở đâu ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_address,,unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,trụ sở chính của ftech ở đâu,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_address,work_unit(ftech),unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,gửi mình địa chỉ cty mình trong đà nẵng ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_address,location(đà nẵng),unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,công ty có mấy chi nhánh ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_address,,unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,văn phòng đà nẵng nằm ở chỗ nào,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_address,location(đà nẵng),unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,các văn phòng của cty nằm ở những đâu,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_address,product(cá),unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,vị trí của văn phòng ftech tại hcm,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/office_ask_address,"location(hcm), work_unit(ftech)",unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,công ty có các sản phẩm nổi bật nào,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/product_ask_info,product(cá),unknown,None,/utter_product_ask_info {},Correct,Correct,Wrong,Wrong,Wrong
0,các sản phẩm nổi bật của công ty ftech,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/product_ask_info,"product(cá), work_unit(ftech)",unknown,None,/utter_product_ask_info {},Correct,Correct,Wrong,Wrong,Wrong
0,ftech hiện tại có mấy sản phẩm vậy ạ?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/product_ask_info,work_unit(ftech),unknown,None,/utter_product_ask_info {},Correct,Correct,Wrong,Wrong,Wrong
0,công ty có các sản phẩm nổi bật nào ạ?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/product_ask_info,product(cá),unknown,None,/utter_product_ask_info {},Correct,Correct,Wrong,Wrong,Wrong
0,sản phẩm lễ tân ảo của công ty là làm về gì ạ?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/product_ask_info,product(lễ tân ảo),unknown,None,/utter_fva_ask_info {},Correct,Correct,Wrong,Wrong,Wrong
0,cho mình thông tin về dự án fschool của ftech với,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/product_ask_info,"product(fschool), work_unit(ftech)",unknown,None,/utter_fschool_ask_info {},Correct,Correct,Wrong,Wrong,Wrong
0,sản phẩm tiêu biểu của ftech là các sản phẩm nào,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/product_ask_info,"product(cá), work_unit(ftech)",unknown,None,/utter_product_ask_info {},Correct,Correct,Wrong,Wrong,Wrong
0,danh sách các sản phẩm của công ty,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/product_ask_info,"position(da), product(cá)",unknown,None,/utter_product_ask_info {},Correct,Correct,Wrong,Wrong,Wrong
0,dự án fschool của ftech là làm về gì vậy ạ?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/product_ask_info,"product(fschool), work_unit(ftech)",unknown,None,/utter_fschool_ask_info {},Correct,Correct,Wrong,Wrong,Wrong
0,fbang là gì đó bot ơi,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/product_ask_info,product(fbang),unknown,None,/utter_fbang_ask_info {},Correct,Correct,Wrong,Wrong,Wrong
0,ftech đã cho ra đời các loại sản phẩm nào rồi ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/product_ask_info,"product(cá), work_unit(ftech)",unknown,None,/utter_product_ask_info {},Correct,Correct,Wrong,Wrong,Wrong
0,có gì đặc sắc trong sản phầm game city không timi ơi,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/product_ask_info,product(game city),unknown,None,/utter_game_city_ask_info {},Correct,Correct,Wrong,Wrong,Wrong
0,mình xin info về việc làm remote,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_remote,,unknown,None,/utter_rec_ask_remote {},Correct,Correct,Wrong,Wrong,Wrong
0,mình xin thông tin job làm remote,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_remote,,unknown,None,/utter_rec_ask_remote {},Correct,Correct,Wrong,Wrong,Wrong
0,cty có cho làm việc remote không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_remote,,unknown,None,/utter_rec_ask_remote {},Correct,Correct,Wrong,Wrong,Wrong
0,cty có tuyển nhân viên làm remote không ạ?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_remote,,unknown,None,/utter_rec_ask_remote {},Correct,Correct,Wrong,Wrong,Wrong
0,có job nào không bắt buộc on site không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_remote,,unknown,None,/utter_rec_ask_remote {},Correct,Correct,Wrong,Wrong,Wrong
0,có job remote nào ngon ko em,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_remote,,unknown,None,/utter_rec_ask_remote {},Correct,Correct,Wrong,Wrong,Wrong
0,làm online ở nhà có công việc nào không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_remote,,unknown,None,/utter_rec_ask_remote {},Correct,Correct,Wrong,Wrong,Wrong
0,mình làm remote mảng qa được chứ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_remote,position(qa),unknown,None,/utter_rec_ask_remote {},Correct,Correct,Wrong,Wrong,Wrong
0,mình có nhu cầu làm từ xa,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_remote,,unknown,None,/utter_rec_ask_remote {},Correct,Correct,Wrong,Wrong,Wrong
0,bên bạn có cho nhận job remote không?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_remote,,unknown,None,/utter_rec_ask_remote {},Correct,Correct,Wrong,Wrong,Wrong
0,bên bạn có cho ctv làm việc online tại nhà không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_remote,level_position(ctv),unknown,None,/utter_rec_ask_remote {},Correct,Correct,Wrong,Wrong,Wrong
0,mình xin slot làm online tại nhà mảng ai engineer được chứ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_remote,position(ai engineer),unknown,None,/utter_rec_ask_remote {},Correct,Correct,Wrong,Wrong,Wrong
0,tui giới thiệu ứng viên có được nhận tiền bo không?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_introduce_candidate,,unknown,None,/utter_rec_ask_introduce_candidate {},Correct,Correct,Wrong,Wrong,Wrong
0,cty có chính sách bonus giới thiệu ứng viên không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_introduce_candidate,,unknown,None,/utter_rec_ask_introduce_candidate {},Correct,Correct,Wrong,Wrong,Wrong
0,giới thiệu ứng viên có được thưởng gì không?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_introduce_candidate,,unknown,None,/utter_rec_ask_introduce_candidate {},Correct,Correct,Wrong,Wrong,Wrong
0,có hoa hồng khi giới thiệu cv không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_introduce_candidate,,unknown,None,/utter_rec_ask_introduce_candidate {},Correct,Correct,Wrong,Wrong,Wrong
0,có tiền thưởng cho người đề cử ứng viên mới không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_introduce_candidate,,unknown,None,/utter_rec_ask_introduce_candidate {},Correct,Correct,Wrong,Wrong,Wrong
0,có bonus cho người giới thiệu ứng viên gì không bot,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_introduce_candidate,,unknown,None,/utter_rec_ask_introduce_candidate {},Correct,Correct,Wrong,Wrong,Wrong
0,giới thiệu ứng viên có tiền không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_introduce_candidate,,unknown,None,/utter_rec_ask_introduce_candidate {},Correct,Correct,Wrong,Wrong,Wrong
0,mình gửi cv ứng viên cho cty thì có được nhận tiền ref không ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_introduce_candidate,,unknown,None,/utter_rec_ask_introduce_candidate {},Correct,Correct,Wrong,Wrong,Wrong
0,có chính sách gì liên quan đến việc giới thiệu ứng viên không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_introduce_candidate,,unknown,None,/utter_rec_ask_introduce_candidate {},Correct,Correct,Wrong,Wrong,Wrong
0,làm môi giới ứng viên có nhận được gì không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_introduce_candidate,,unknown,None,/utter_rec_ask_introduce_candidate {},Correct,Correct,Wrong,Wrong,Wrong
0,ftech trả tiền ref có cao không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_introduce_candidate,work_unit(ftech),unknown,None,/utter_rec_ask_introduce_candidate {},Correct,Correct,Wrong,Wrong,Wrong
0,mình muốn có thêm thông tin về việc nhận tiền ref bên bạn?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_introduce_candidate,person_name(bạn?),unknown,None,/utter_rec_ask_introduce_candidate {},Correct,Correct,Wrong,Wrong,Wrong
0,cho em hỏi số điện thoại tuyển dụng để liên hệ ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_phone,product(điện thoại),unknown,None,/utter_rec_ask_recruit_phone {},Correct,Correct,Wrong,Wrong,Wrong
0,cho mình xin sdt để liên lạc a,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_phone,,unknown,None,/utter_rec_ask_recruit_phone {},Correct,Correct,Wrong,Wrong,Wrong
0,cho em hỏi sdt cty ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_phone,,unknown,None,/utter_rec_ask_recruit_phone {},Correct,Correct,Wrong,Wrong,Wrong
0,cho mình xin sdt hot line ạ?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_phone,,unknown,None,/utter_rec_ask_recruit_phone {},Correct,Correct,Wrong,Wrong,Wrong
0,hotline tuyển dụng là gì vậy,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_phone,,unknown,None,/utter_rec_ask_recruit_phone {},Correct,Correct,Wrong,Wrong,Wrong
0,bên hcns có số điện thoại không cho mình xin,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_phone,product(điện thoại),unknown,None,/utter_rec_ask_recruit_phone {},Correct,Correct,Wrong,Wrong,Wrong
0,tôi cần nói chuyện với trực tiếp người tuyển dụng,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_phone,pronoun(tôi),unknown,None,/utter_rec_ask_recruit_phone {},Correct,Correct,Wrong,Wrong,Wrong
0,tôi muốn nói chuyện với hr để hỏi chi tiết thông tin tuyển dụng,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_phone,"position(hr), pronoun(tôi)",department(HR),None,/utter_rec_ask_recruit_phone {},Correct,Correct,Wrong,Wrong,Wrong
0,hotline bên ftech chi nhánh đà nẵng là gì vậy,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_phone,"location(đà nẵng), work_unit(ftech)",unknown,None,/utter_rec_ask_recruit_phone {},Correct,Correct,Wrong,Wrong,Wrong
0,chi nhánh sài gòn có hotline không vậy,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_phone,location(sài gòn),unknown,None,/utter_rec_ask_recruit_phone {},Correct,Correct,Wrong,Wrong,Wrong
0,cho mình số điện thoại để được tu vấn với,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_phone,product(điện thoại),unknown,None,/utter_rec_ask_recruit_phone {},Correct,Correct,Wrong,Wrong,Wrong
0,số điện thoại bộ phận tuyển dụng cty mình là gì,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_phone,"department(bộ phận tuyển dụng), product(điện thoại)",unknown,None,/utter_rec_ask_recruit_phone {},Correct,Correct,Wrong,Wrong,Wrong
0,"timi ơi, email của bộ phận tuyển dụng ftech là gì đó nhỉ",,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_email,"department(bộ phận tuyển dụng), work_unit(ftech)",unknown,None,/utter_rec_ask_recruit_email {},Correct,Correct,Wrong,Wrong,Wrong
0,cho mình xin địa chỉ email của phòng hcns với ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_email,department(phòng hcns),unknown,None,/utter_rec_ask_recruit_email {},Correct,Correct,Wrong,Wrong,Wrong
0,email tuyển dụng là gì vậy bot ơi,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_email,,unknown,None,/utter_rec_ask_recruit_email {},Correct,Correct,Wrong,Wrong,Wrong
0,cho mình xin email của tuyển dụng để tiện trao đổi đi ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_email,,unknown,None,/utter_rec_ask_recruit_email {},Correct,Correct,Wrong,Wrong,Wrong
0,tuyển dụng ftech có email không ạ?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_email,work_unit(ftech),unknown,None,/utter_rec_ask_recruit_email {},Correct,Correct,Wrong,Wrong,Wrong
0,làm sao để liên hệ với bộ phận tuyển dụng ftech được nhỉ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_how_contact_hr,"department(bộ phận tuyển dụng), work_unit(ftech)",unknown,None,/utter_rec_ask_how_contact_hr {},Correct,Correct,Wrong,Wrong,Wrong
0,ftech có các cách nào để liên hệ với ban tuyển dụng công ty ạ?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_how_contact_hr,"position(ba), product(cá), product(cá), work_unit(ftech)",unknown,None,/utter_rec_ask_how_contact_hr {},Correct,Correct,Wrong,Wrong,Wrong
0,cho mình xin phương thức liên lạc với phòng hcns ạ?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_how_contact_hr,department(phòng hcns),unknown,None,/utter_rec_ask_how_contact_hr {},Correct,Correct,Wrong,Wrong,Wrong
0,có cách nào liên lạc với bên tuyển dụng không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_how_contact_hr,product(cá),unknown,None,/utter_rec_ask_how_contact_hr {},Correct,Correct,Wrong,Wrong,Wrong
0,mình muốn liên hệ với hcns thì làm như thế nào,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_how_contact_hr,,unknown,None,/utter_rec_ask_how_contact_hr {},Correct,Correct,Wrong,Wrong,Wrong
0,làm sao để liên hệ với bên tuyển dụng nhỉ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_how_contact_hr,,unknown,None,/utter_rec_ask_how_contact_hr {},Correct,Correct,Wrong,Wrong,Wrong
0,thông tin liên hệ với bộ phận hcns ftech,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_how_contact_hr,"department(bộ phận hcns), work_unit(ftech)",unknown,None,/utter_rec_ask_how_contact_hr {},Correct,Correct,Wrong,Wrong,Wrong
0,cho mình xin phương thức liên lạc với bộ phận tuyển dụng để trao đổi thêm ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_how_contact_hr,department(bộ phận tuyển dụng),unknown,None,/utter_rec_ask_how_contact_hr {},Correct,Correct,Wrong,Wrong,Wrong
0,mình muốn ứng tuyển thì gửi cv cho bộ phận nào của ftech ạ?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_how_send_cv,work_unit(ftech),unknown,None,/utter_rec_ask_how_send_cv {},Correct,Correct,Wrong,Wrong,Wrong
0,làm sao để gửi cv đây ạ?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_how_send_cv,,unknown,None,/utter_rec_ask_how_send_cv {},Correct,Correct,Wrong,Wrong,Wrong
0,mình gửi cv qua đâu bot nhỉ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_how_send_cv,,unknown,None,/utter_rec_ask_how_send_cv {},Correct,Correct,Wrong,Wrong,Wrong
0,timi chỉ mình cách gửi cv cho tuyển dụng ftech với ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_how_send_cv,"product(cá), work_unit(ftech)",unknown,None,/utter_rec_ask_how_send_cv {},Correct,Correct,Wrong,Wrong,Wrong
0,mình apply intern thì gửi cv như thế nào ạ?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_how_send_cv,level_position(intern),unknown,None,/utter_rec_ask_how_send_cv {},Correct,Correct,Wrong,Wrong,Wrong
0,cho mình xin link fanpage của công ty để tiện trao đổi,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_link,position(pa),unknown,None,/utter_rec_ask_recruit_link {},Correct,Correct,Wrong,Wrong,Wrong
0,xin link tuyển dụng của ftech trên trang topcv với ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_link,work_unit(ftech),unknown,None,/utter_rec_ask_recruit_link {},Correct,Correct,Wrong,Wrong,Wrong
0,"công ty có linkedin không ạ, cho mình xin thông tin",,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_link,,unknown,None,/utter_rec_ask_recruit_link {},Correct,Correct,Wrong,Wrong,Wrong
0,xin trang tuyển dụng chính của công ty với,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_link,,unknown,None,/utter_rec_ask_recruit_link {},Correct,Correct,Wrong,Wrong,Wrong
0,mình muốn tư vấn qua fanpage có được không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_recruit_link,position(pa),unknown,None,/utter_rec_ask_recruit_link {},Correct,Correct,Wrong,Wrong,Wrong
0,công ty khi phỏng vấn sẽ phỏng vấn online hay offline vậy,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_interview_form,,unknown,None,/utter_rec_ask_interview_form {},Correct,Correct,Wrong,Wrong,Wrong
0,có bắt buộc phải tới công ty để phỏng vấn không vậy,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_interview_form,,unknown,None,/utter_rec_ask_interview_form {},Correct,Correct,Wrong,Wrong,Wrong
0,ftech mình có cho phỏng vấn online không nhỉ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_interview_form,work_unit(ftech),unknown,None,/utter_rec_ask_interview_form {},Correct,Correct,Wrong,Wrong,Wrong
0,mình muốn xin phỏng vấn onl có được không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_interview_form,,unknown,None,/utter_rec_ask_interview_form {},Correct,Correct,Wrong,Wrong,Wrong
0,công ty phỏng vấn onl hay off vậy,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_interview_form,,unknown,None,/utter_rec_ask_interview_form {},Correct,Correct,Wrong,Wrong,Wrong
0,cty phỏng vấn bằng tiếng anh ko,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_interview_language,,unknown,None,/utter_rec_ask_interview_language {},Correct,Correct,Wrong,Wrong,Wrong
0,bên mình phỏng vấn bằng ngôn ngữ gì,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_interview_language,,unknown,None,/utter_rec_ask_interview_language {},Correct,Correct,Wrong,Wrong,Wrong
0,ko biết ftech sử dụng ngôn ngữ nào để pvan nhỉ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_interview_language,work_unit(ftech),unknown,None,/utter_rec_ask_interview_language {},Correct,Correct,Wrong,Wrong,Wrong
0,có bắt nói tiếng anh khi pvan không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_interview_language,,unknown,None,/utter_rec_ask_interview_language {},Correct,Correct,Wrong,Wrong,Wrong
0,khi pv có yêu cầu phải nói tiếng anh không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_interview_language,,unknown,None,/utter_rec_ask_interview_language {},Correct,Correct,Wrong,Wrong,Wrong
0,phỏng vấn bằng tiếng anh hay tiếng việt vậy ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_interview_language,,unknown,None,/utter_rec_ask_interview_language {},Correct,Correct,Wrong,Wrong,Wrong
0,nghe đồn bên mình pv bằng tiếng việt ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_interview_language,,unknown,None,/utter_rec_ask_interview_language {},Correct,Correct,Wrong,Wrong,Wrong
0,mình muốn pvan bằng tiếng việt có được không?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_interview_language,pronoun(mình),unknown,None,/utter_rec_ask_interview_language {},Correct,Correct,Wrong,Wrong,Wrong
0,cty cho mình pvan bằng tiếng việt được ko nhỉ?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_interview_language,,unknown,None,/utter_rec_ask_interview_language {},Correct,Correct,Wrong,Wrong,Wrong
0,ko biết bên bạn dùng tiếng nào để tuyển dụng,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_interview_language,,unknown,None,/utter_rec_ask_interview_language {},Correct,Correct,Wrong,Wrong,Wrong
0,cho mình xin thông tin về loại ngôn ngữ khi tuyển dụng,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/rec_ask_interview_language,,unknown,None,/utter_rec_ask_interview_language {},Correct,Correct,Wrong,Wrong,Wrong
